student_id,bahasa_indonesia,bahasa_inggris,matematika,informatika,ipa,ips,ppkn,penjas,seni,gpa,riasec_r,riasec_i,riasec_a,riasec_s,riasec_e,riasec_c,program_id,program_name
STU_0030,94.55142320501238,72.14273953664457,77.56069773276766,56.515878106040944,56.10690751606484,80.82266604049987,67.57709213096751,67.80255903048663,63.62546528893382,70.74504762082425,10.249691913059007,59.39917895316218,53.72144256407174,78.83359699195968,47.28943773733258,69.24785083272194,23,Pendidikan Bahasa Indonesia
STU_0031,74.4937979606549,70.49889643790638,93.99691222585207,80.8280661363084,92.45600241362061,52.51450633507656,94.93021213403313,77.53471703681019,68.40350352651261,78.40629046741942,67.49714179735732,81.71668307795238,53.571035603938796,32.63333994975771,40.28736394962277,65.49998320550459,45,Pendidikan Teknik Elektro
STU_0032,87.03463635867223,74.43649254715697,48.666194356034886,54.65483385211957,51.77677994578407,100.0,90.5796770833934,74.89635566288398,95.75932966668032,75.31158883030282,25.58585727424037,91.94656970146285,78.43489893721492,83.4649889022308,48.53351471279489,50.722644156909126,23,Pendidikan Bahasa Indonesia
STU_0033,53.60236724627231,77.7402147642355,62.12959504728054,74.72082548912942,81.82909591713126,49.11736937671707,88.64321410713089,72.42168197186918,67.60949493754354,69.75709542858996,80.01372676649876,100.0,20.909183743646715,62.80947406681702,58.53745118233792,66.5274646344077,34,Pendidikan Kimia
STU_0034,100.0,71.8304913449286,87.93479922570981,86.32756609033896,57.77823808014554,100.0,83.19146323225318,70.01138308329733,70.07761943582663,80.79461783250001,55.894463366909136,86.54197467966756,34.105908241625926,56.79608156622827,84.98181811326316,69.0460612960657,4,Akuntansi
STU_0035,61.19741338783757,77.98561203503083,63.26128626547599,73.9135965074751,70.92488945163845,74.76181480510945,96.17246974196338,82.03871586815704,64.1636123538042,73.82437893516578,47.62444437558422,75.72193713188932,24.245038883890253,84.90056751582813,100.0,61.660728515551,11,Ilmu Hukum
STU_0036,85.05256464648234,80.70962147150998,82.65691098028844,65.96744679568569,64.46958015601226,85.65074391136854,79.16493463909853,85.66319461332132,50.09811982121362,75.4925685594423,88.06030137592985,73.89912854127496,40.0979137995336,67.20214187705282,59.23789147867199,66.38300270662614,9,Geografi
STU_0037,59.036976759077675,75.2086944423711,68.41232000954747,82.3465746361751,85.38616229722817,85.95620445889392,72.26702463890217,79.73023639591587,74.31272132168807,75.85076832886662,46.99852878710586,75.6126291979476,51.88304375419153,58.23604110848933,97.61911648806,59.877460453054354,18,Manajemen Perhotelan
STU_0038,79.22686762190438,68.02830830597682,64.10217882749292,85.62470143161944,62.01482643727586,76.9303610838521,69.79045319205349,81.2267377347031,78.67126947401728,73.95730045654393,46.8272400936357,74.06195688993297,55.01654503319038,92.59338239327542,97.24831429365275,72.18239506070194,42,Pendidikan Sosiologi
STU_0039,42.551893862003524,68.98800288041716,94.62613988576716,100.0,84.05337967552357,96.37872747142659,60.688787960599406,66.1565993664792,50.487570051974934,73.77012235046573,18.06236510751229,73.10970476052897,82.08637937311767,73.7963426888449,100.0,82.18688725587984,38,Pendidikan Pancasila Dan Kewarganegaraan
STU_0040,86.06910022674111,66.81166860692983,67.06449354245657,67.39016810121855,62.94577829905835,73.17058669647795,69.42120554412132,72.31888568759405,94.51883018028553,73.30119076498704,32.73924308809716,56.7739898784579,64.72162854861499,92.72024717264884,98.77645501920234,79.45964776760897,12,Ilmu Komunikasi
STU_0041,87.07920435739348,43.830414138284304,72.78168599975058,82.79396018872937,91.78175765206001,65.35983517844892,56.46405477080215,71.61044285640635,58.244133891543555,69.99394322593542,75.46429322084984,76.28743200529352,42.94295808422537,63.399189705301474,77.85195760646306,78.00639278304403,54,Perpustakaan Dan Ilmu Informasi
STU_0042,78.44890232809068,86.4539882441174,70.21317833224296,100.0,43.560460841686215,83.20838241650219,93.55579381966845,67.48191900194509,67.07330586312143,76.66621453859715,33.211559999245644,45.66875487785097,68.32617895230496,76.38035900595102,70.87065133788603,61.93038580755382,24,Pendidikan Bahasa Jepang
STU_0043,88.03326632123587,68.26501218116086,71.49264280551438,97.00942261446077,87.58295495475123,92.27029411941673,48.514501252241416,100.0,85.4674771710105,82.07061904664353,23.64755675752025,67.06495584127171,28.19404198477526,58.54666491656289,87.0778081851305,63.11697809991887,13,Informatika
STU_0044,57.754992790573134,72.65730834520396,81.16492212504387,84.3091079552859,58.409992865897934,84.1077882440633,80.3598036143259,63.13741855156658,57.07527275078171,70.99740080474913,44.784917117257756,68.47810717002162,31.942144779531624,48.20146439885046,81.33317713117992,99.9986865314489,4,Akuntansi
STU_0045,85.34358102072187,80.48079326699622,88.13000506495126,90.61568620625451,66.37407207819231,51.49200672219285,73.23321538943429,61.97633870303312,71.02141195252456,74.29634560047788,100.0,86.7880644028039,39.750727156356774,12.431698768705864,56.71858542997026,76.7395157853951,59,Teknik Elektro
STU_0046,56.96271543674142,84.83257040073596,50.80463481987334,88.7004210479438,39.451834694387124,67.46530583749337,76.005855415452,88.63369497224556,71.56658449108798,69.38040190177338,60.60139060317835,39.9626499351792,86.17624321115262,65.10198522861053,70.20433509134185,80.78919809938591,19,Pariwisata
STU_0047,91.23630320133339,89.96852986804151,73.80970838992192,89.68137924624465,71.87645149406883,98.59157627210558,80.36433933476557,67.16985508272529,97.3533037286472,84.45016073531711,60.43688528274095,87.6854992002757,38.699827368566176,79.36673303908545,52.99139410467986,100.0,14,Keperawatan
STU_0048,82.48571222287792,74.98698139961802,58.933064495671076,70.4758298781411,89.98558362896291,46.484525492617315,80.1343081381238,51.66378661582158,53.02341428874419,67.57480068450866,59.74981487201836,100.0,58.84593562313367,27.954905301239553,51.12355667498788,63.10278211915762,27,Pendidikan Fisika
STU_0049,64.84134885764422,83.10402843231688,67.94107043267117,75.70813740503506,100.0,74.75122130357956,90.94055324171379,65.85870647336347,73.51016113304253,77.40613636437406,38.28952096427201,100.0,23.607213334016684,71.5885847780487,50.91981481057067,77.21803348433849,36,Pendidikan Matematika
STU_0050,100.0,83.99106885236128,91.29222682659665,82.07204768100708,85.95380018930311,85.39741695910428,82.12483326873841,79.4716550095299,82.2823393043042,85.84282089899388,71.24960762762612,38.663711749562836,100.0,86.82867260188277,67.86642542234134,62.61009486832273,43,Pendidikan Tata Rias Dan Kecantikan
STU_0051,69.41459781115135,83.63820895082866,73.9484007763554,95.01033343517345,73.53266638350148,84.16890243857247,66.34561845454486,73.88978609147564,66.60112634630596,76.28329340976771,84.82181681566247,86.606171850952,35.35967677820503,32.440731488410506,68.54883325042171,64.03501071549209,59,Teknik Elektro
STU_0052,41.168996358048574,64.31034629256483,71.95031395256491,100.0,81.49629055929974,57.83436491562433,50.70257175575897,69.27155740068216,55.03197605536681,65.75182414332338,26.84378484423011,86.74355487689247,70.56288788986646,77.12164399070534,42.644865608684526,56.87075079401863,25,Pendidikan Biologi
STU_0053,72.81409496188763,62.5189558137458,66.92027401516881,85.22600264856233,77.836080991198,76.65398479581917,79.1654446045027,87.06527109601052,72.64060605635348,75.64896833147205,17.66381315587812,51.40313708068957,95.45476178759587,68.92845924778993,50.90422604948911,57.63957781295378,5,Animasi
STU_0054,82.60646710739769,57.76072420278738,84.00072975207779,100.0,80.57469105125706,53.91290633703232,78.3058800939141,51.199400135482094,100.0,76.48453318666094,45.65182663745084,54.28346758836759,62.167672497583695,83.46146168685867,58.98632039265716,80.62276192045827,20,Pendidikan Agama Islam
STU_0055,64.0785689784166,78.97637392924568,77.64957969880766,85.58940489003177,78.15248654184013,95.83609653905471,69.79332249605365,74.46629418093383,41.771795225637106,74.0348802755579,54.12342307442261,60.48136818773281,41.53747116404263,61.55655924488264,100.0,86.25405961879973,17,Manajemen Perdagangan
STU_0056,86.66627169752593,88.34828030207777,77.855924951507,76.20306101806415,98.23848811872848,71.08219251401862,83.10813160414811,71.53891208190105,70.23909518257776,80.36448416339432,24.911916394853865,55.5471059736406,82.42809444151263,70.88993722100707,70.43073459721239,72.3800388079697,5,Animasi
STU_0057,70.55611957683244,62.9972921526488,81.10459678919634,94.94955517561526,89.600778102646,71.00618043857655,66.84000893402934,72.04780651649774,73.0840431340168,75.79848675778436,46.028999586244325,100.0,47.10224989734298,63.38026561489098,52.20970410115585,75.76674528892897,13,Informatika
STU_0058,70.71110844326483,72.78631167414993,95.28866114006456,85.24332258870024,59.4415802454935,79.44453267186579,85.90151666479535,79.86587400383873,58.94329641406897,76.40291153847132,32.127283284208325,61.60269198517696,39.41567190551086,65.3087371640173,76.9548211954449,74.4429555511032,17,Manajemen Perdagangan
STU_0059,73.29650070901306,52.57711711249395,90.78548328799687,92.04089700418814,44.4850967209187,80.93507123303738,65.24156746111022,70.51163549917632,77.72954502081441,71.95587933874988,28.280493188231528,76.58017953275876,44.23841758764979,71.5336323684014,89.40522720145681,68.69033535224452,17,Manajemen Perdagangan
STU_0060,74.71071377086803,98.00628094861966,61.018813271433864,52.64264760705366,64.31328702166257,75.40738178737853,79.163412841195,71.86393124786771,78.92877555120016,72.89502711636436,56.8477067910795,67.92560856525438,48.23105643115926,64.63634721594927,75.46948793936174,82.80241413550394,32,Pendidikan Ilmu Pengetahuan Sosial
STU_0061,69.97295856901744,67.21872084418193,100.0,65.18705013434798,90.652187123721,61.147845373714496,92.93357849366697,93.01454376006245,65.84810775722708,78.44166578399327,79.24515334790242,81.54457333716633,36.02906555028495,55.649963565434405,85.18655449449071,45.123035534298126,61,Teknik Elektronika
STU_0062,85.94053131353898,66.12341624285071,85.74610953615513,77.92358145563699,76.430243408897,100.0,63.057873507898016,88.32930131451924,44.50193686298568,76.45033262694241,66.04332315145844,66.11001110438757,29.828531623320373,15.90314423004454,61.77641275043387,57.38473957647972,48,Pendidikan Teknik Mesin
STU_0063,91.38438524400942,65.41080577265724,90.32397686562118,75.28220034171268,54.604793880623745,61.60484632649795,87.95093730620081,82.182813108359,75.42469702182676,76.01882842972321,56.27817724235625,70.15216253605523,51.1197254525655,85.57124262177221,47.32989946350789,73.92365247830969,33,Pendidikan Keagamaan Islam
STU_0064,88.06811978141728,74.37440039458556,97.50145470998832,88.0204687343167,99.49006049404304,71.02015440537184,100.0,66.82669736448878,63.27279033745193,83.17490513574039,71.71161822902465,100.0,34.295108744301224,39.71915781660413,63.17734096428743,58.04644071115916,61,Teknik Elektronika
STU_0065,77.7077448928682,100.0,97.64069072161138,78.10853137543646,70.570052172523,79.44037592061913,82.97573364549541,65.72648921761913,82.42623462576655,81.62176139688215,32.18298395662662,54.19336999134814,66.15583230166816,90.08999135682299,86.274025856426,58.11559995273705,12,Ilmu Komunikasi
STU_0066,92.54302363556067,82.37981499348372,100.0,69.67708181528334,88.7661610545846,91.53063516516394,50.39047063430843,91.43720988525587,71.58954136522206,82.03488206098474,29.976991113468927,98.57503348477286,46.70303005790699,81.61330534022775,54.089468991804495,70.34316132062013,31,Pendidikan Ilmu Pengetahuan Alam
STU_0067,89.94030186282738,84.60673765823907,61.7454226923187,54.25402611299118,67.61668893512832,94.900019211853,86.52320185513318,70.18201368288062,87.26038452778013,77.44764405990574,47.827874540961034,46.08329411618901,72.71848419671075,96.56109624976942,57.49324758188565,79.7496424012489,39,Pendidikan Sejarah
STU_0068,95.98895028096254,55.71829982841733,68.26320807131319,80.06402676924672,69.80687206558909,51.05722815858637,67.44895411277605,100.0,65.74029973419778,72.6764265578988,40.817488552439094,68.21860169933235,36.436601331110836,49.5125958541029,55.485387424935126,90.60118576377263,2,Agrobisnis
STU_0069,95.43095147973693,76.31082661654523,69.452021190028,99.07601301607676,76.43471258319107,90.16267722168564,69.2861637576164,75.57517010490906,56.67721696374135,78.71175032594783,71.27700345371025,44.88096040352213,39.44197879023005,61.84885398993421,50.35930010440791,89.46829752097716,1,Administrasi Pendidikan
STU_0070,40.24493546167573,98.06049645736873,86.60410371844826,100.0,73.56103480161916,74.19160857593855,55.252182115568814,63.26723455025873,90.62450166186858,75.75623303808295,82.55098766272302,85.94362228379309,6.02159178561471,45.995932096429776,59.15786171077591,76.97612131831582,59,Teknik Elektro
STU_0071,78.57776190583425,70.62512430815683,78.52903649985616,84.52436382751007,85.74858814802838,99.59984490274978,63.1296589280186,69.27990391705977,51.411438756242376,75.71396902149513,38.76587004236716,54.678467840372036,98.02161755434932,53.797237645322596,74.48075430296267,56.0841891738463,5,Animasi
STU_0072,80.62215818576658,52.097789867333994,62.92788846163688,88.65688178710016,81.97930427477935,85.37906155920597,84.26016011879366,91.76683486887987,70.34040105062829,77.55894224156943,56.17211357193426,72.06171087933622,51.9714394784266,89.0872002291983,82.22217859028062,81.77283585471919,33,Pendidikan Keagamaan Islam
STU_0073,100.0,88.45584027953838,45.882785349810625,98.7561763175548,74.58364651984718,72.97881161549387,81.86423885557872,61.362910006583675,74.0389531929021,77.54704023747883,28.913656759409797,83.97321575191489,66.05738259737217,84.03648656190819,40.765333412273975,97.85681092448466,54,Perpustakaan Dan Ilmu Informasi
STU_0074,79.22673743221303,79.15300175397523,100.0,74.48220140837618,88.92730619401163,86.29306975166341,84.56056956150832,55.95773201791782,60.76929807757675,78.81887957747136,69.44515574124888,50.43191959101683,52.05165165881863,41.00257881745012,73.60275290162583,99.49258470320254,26,Pendidikan Ekonomi
STU_0075,77.15872981384175,89.70402743613519,97.18316606002313,74.29499396376823,74.1140904977263,79.11156781982324,56.24517649046366,68.85513590004166,68.80083358439283,76.163080174024,30.952424933599886,86.63189907759872,14.684518229655374,43.819924478463,48.13690671418899,56.75692819341075,13,Informatika
STU_0076,84.24855833189983,76.21036744805829,70.95532590477424,72.55138133194575,70.08823112967355,95.26768735237651,84.60765863056234,71.30875645852704,82.81430659592269,78.67247479819336,28.379866541636375,87.15951800996567,57.66739260949941,81.92571448398616,53.75326341399413,91.76897643672447,39,Pendidikan Sejarah
STU_0077,64.85543254335757,60.24210513553135,85.69779056391897,80.40559690677313,88.40373613577937,83.40731955474901,68.61918417873548,80.61850446905027,58.010228393853566,74.47332198686097,57.287294434360675,85.73064459350775,63.87699927853911,61.95503983006899,58.80090470565325,78.11594950075249,9,Geografi
STU_0078,76.23597598045814,87.53042851833382,100.0,64.19511500989033,49.45295530631383,76.94061541978495,100.0,68.35590518436322,100.0,80.30122171323825,41.996175459204075,62.605322571185184,89.96558916941798,67.7765480934675,73.44215160319888,55.52573766374932,49,Pendidikan Vokasional Desain Fashion
STU_0079,93.09539272005907,68.90022841717607,45.52748767923753,90.29526871845124,46.44249858886562,68.55538423216879,67.7307754454508,100.0,83.92059960493827,73.82973726737194,52.51130602763784,58.761759301414955,35.211011992789324,92.5488215904841,67.02948860118909,78.01885301798784,39,Pendidikan Sejarah
STU_0080,77.236791977866,87.18736589462608,73.90358981308795,100.0,88.6092091030265,53.71981030786546,69.21923291279212,81.81657677530411,63.21608626259859,77.21207367190742,91.58489569322457,77.80543094148898,31.32925224555647,43.97056278657348,70.0023475393071,41.075172289142536,44,Pendidikan Teknik Bangunan
STU_0081,62.20712308359875,80.2611029541098,77.86471154246243,78.55389252327548,96.13296576583078,57.70521386526326,76.17273094150046,87.02698568537272,46.42755837791649,73.59469830437001,41.88816472430723,91.2733354055907,31.327919206715805,43.13714320817175,16.973127310000464,64.00843312513604,31,Pendidikan Ilmu Pengetahuan Alam
STU_0082,69.37581689468064,92.03095022769209,72.58745856542788,72.899960004291,70.55590037696855,88.65300993021789,97.42279361939627,50.07889912851553,89.05672241819532,78.07350124059836,50.29822805893573,71.51032703827156,50.10612296717747,71.11900395596733,46.54583208885356,65.35619147341069,14,Keperawatan
STU_0083,63.74504629629522,70.41079126256768,53.41478533829924,90.38295921824201,70.75803723391009,80.04596682048516,72.07309514444972,80.3709470646169,100.0,75.689069819874,34.73695352491245,73.99563296684147,76.82129207507386,92.19512935937793,73.91452327932092,62.16374315493205,12,Ilmu Komunikasi
STU_0084,31.950434925466894,72.59550990273975,75.0369281499117,68.23098562042695,78.22373188924458,84.54775489744637,77.84666227621992,70.14024387735738,82.85669819697978,71.26988330397704,41.398316587290104,63.80492780875448,61.18131316890447,55.405532945207796,69.21857550591066,96.40955560403378,54,Perpustakaan Dan Ilmu Informasi
STU_0085,76.78400948642533,68.95496834658353,81.8659733645906,86.97530313511872,80.73005499604648,67.55624333563232,72.2480357346981,72.0426442821478,66.9910107159416,74.90536037746493,60.48366308590671,92.19914475995445,48.36900998812437,49.6251422203678,52.438685548837505,82.88871364219942,63,Teknik Listrik
STU_0086,93.924937224164,58.45328004320041,91.52649904978675,44.784175987208144,100.0,73.12557313653801,59.89000696696097,75.20793709776002,74.53522057375571,74.60529223104157,54.28775529743609,55.887634657072574,72.66516681143565,80.64723120930054,83.76136027811683,44.809612859611775,52,Pendidikan Tari
STU_0087,86.19580368414154,72.26931059118445,87.94857252496737,62.46352683156848,67.59043190735102,71.73405245019484,74.68061298570187,63.49756471765029,75.92464728091892,73.58939144151987,28.44506662097021,59.70164806483056,47.25306117471045,87.20031903734987,59.81628180992406,76.95149799521306,21,Pendidikan Bahasa Dan Sastra Indonesia
STU_0088,73.4429119202371,73.8607026483858,72.44348638751725,80.234799089606,77.63002374380703,48.81943714485422,73.73499354596365,59.88693703911885,82.24272747532675,71.36622433275741,60.54050176170812,46.314861383466784,97.31385137676239,78.49739907854168,66.23181643435463,47.62634376924193,52,Pendidikan Tari
STU_0089,70.25081983294258,79.2161636703789,65.83448452564365,65.36901749936153,88.00620861916639,78.43105721028604,67.43706820781672,80.51313853538201,85.78556231994496,75.6492800467692,50.3840497887892,55.9589855558458,55.5196657152694,61.86741556297473,100.0,76.63842397299285,17,Manajemen Perdagangan
STU_0090,81.93347008230324,67.0412948022861,84.8259914084504,79.67409879915108,90.31739284922332,60.0632063732194,79.61725089706111,72.97703444230098,44.92773461731399,73.48638603014552,93.6274397279808,65.42448626710267,28.263232184571358,46.38209844460004,55.4182345167012,56.79687439802092,64,Teknik Mesin
STU_0091,83.23867093007497,71.2651879387064,67.67313243622073,56.06183257132403,49.67178342928191,50.67751432682488,83.5327534472744,76.9200912279481,67.22664415842465,67.36306782956446,92.4674242809734,86.59125890022798,53.94961501272485,67.12115007832331,64.75516158378106,74.31051280549408,2,Agrobisnis
STU_0092,54.429819960941046,57.86285302043927,84.47755689312565,55.890179051657825,77.27792565958615,74.08901583143806,71.26192558723703,64.22998400341953,86.73076025347527,69.5833355845911,41.02252442730433,61.15070200512466,54.96877998869178,88.95424888777283,60.67767686468063,78.62800490116001,32,Pendidikan Ilmu Pengetahuan Sosial
STU_0093,70.48541271363456,61.778064112322724,96.69377556642566,67.06024560234077,83.24014830363966,94.65821134414297,78.11470998696791,63.86801459723905,71.49946035633718,76.37756028700561,33.51815933950898,58.76863561119831,52.77473576662489,88.2804009516631,69.83938461216353,81.43700078874052,29,Pendidikan Guru Pendidikan Anak Usia Dini
STU_0094,69.50344450588794,80.1279539978049,65.19390447670068,87.35788478132808,91.69755903919867,79.85358450781852,66.6773193618848,76.89176290639791,89.82215967487613,78.56950813909974,62.210490999281035,71.99438353209707,44.76451817027431,69.94145418834128,68.87944277009382,95.45578968562326,8,Ekonomi Pembangunan
